trending_id,trend_date_time,trend
1178,2022-01-10 21:00:11.980826,OUSADO NO FLUXO
1179,2022-01-10 21:00:12.472385,Batoré
1180,2022-01-10 21:00:12.582081,Etec
1181,2022-01-10 21:00:12.793845,Ana Clara
1182,2022-01-10 21:00:12.923461,#BotW2PTBR
1183,2022-01-10 21:00:13.109142,Rafa Kalimann
1184,2022-01-10 21:00:13.261686,#BLACKPINKCOMEBACKNOW
1185,2022-01-10 21:00:13.443046,#STOPDELAYINGBLACKPINK
1186,2022-01-10 21:00:13.636182,Plutão
1187,2022-01-11 03:00:42.614013,#Caze100k
1188,2022-01-11 03:00:42.83914,#DerrubaMalafaia
1189,2022-01-11 03:00:43.067048,Casimiro
1190,2022-01-11 03:00:43.375085,WHEN I'M GONE
1191,2022-01-11 03:00:43.53708,TAPA NA XERECA
1192,2022-01-11 03:00:43.71503,Cecília
1193,2022-01-11 03:00:43.855021,#TinderRbn
1194,2022-01-11 03:00:43.999957,#SegundasDeChicago
1195,2022-01-11 03:00:44.127296,#CollegeNaESPN
1196,2022-01-11 03:00:44.327298,Ciro 2022
1197,2022-01-11 15:00:19.53287,patrizia
1198,2022-01-11 15:00:19.747905,SCCP IS BACK
1199,2022-01-11 15:00:19.998926,#DerrubaMalafaia
1200,2022-01-11 15:00:20.211003,#PortfolioDay
1201,2022-01-11 15:00:20.502821,Jeon Jungkook
1202,2022-01-11 15:00:20.78272,#MaisVoce
1203,2022-01-11 15:00:20.97354,#ForaLeila
1204,2022-01-11 15:00:21.153374,bela almada
1205,2022-01-11 15:00:21.388724,Guga
1206,2022-01-11 15:00:21.598747,#FechadoComOCruzeiro
3522,2022-04-12 03:00:32.212245,#AssinaEdnaldo
1207,2022-01-11 21:00:55.282884,Pablo
1208,2022-01-11 21:00:55.448256,#DebateCiroeMoro
1209,2022-01-11 21:00:55.592875,#OClone
1210,2022-01-11 21:00:55.73867,Donelli
1211,2022-01-11 21:00:55.884792,#PortfolioDay
1212,2022-01-11 21:00:56.055412,MEU DEUS JULIETTE
1213,2022-01-11 21:00:56.295139,Ivan
1214,2022-01-11 21:00:56.451215,poze
1215,2022-01-11 21:00:56.588267,SKA Brasil
1216,2022-01-11 21:00:56.769338,Água Santa
1217,2022-01-12 03:00:31.879384,#UmLugarAoSol
1218,2022-01-12 03:00:32.120476,Oeste
1219,2022-01-12 03:00:32.267929,#HappyBirthdayZaynMalik
1220,2022-01-12 03:00:32.484023,Ravi
1221,2022-01-12 03:00:32.628488,#zaynturns29
1222,2022-01-12 03:00:32.777652,QUEREMOS MeM NO PODDELAS
1223,2022-01-12 03:00:32.945694,#zaynbirthday
1224,2022-01-12 03:00:33.115795,bela almada
3523,2022-04-12 03:00:32.336319,BURACO DO CELLBIT
1225,2022-01-12 03:00:33.309619,#GarotosDoNinho
1226,2022-01-12 03:00:33.472246,Ed Motta
1227,2022-01-12 15:00:49.074059,Kirby
1228,2022-01-12 15:00:49.207734,#Belem406anos
1229,2022-01-12 15:00:49.355891,FESTA DO CNCO
1230,2022-01-12 15:00:49.653088,10 X
1231,2022-01-12 15:00:49.93003,Barça
1232,2022-01-12 15:00:50.061742,#HaveASafeFlightSKZ
1233,2022-01-12 15:00:50.29706,Quebec
1234,2022-01-12 15:00:50.459315,Patrícia Poeta
1235,2022-01-12 15:00:50.608667,Liberato
1236,2022-01-12 15:00:50.761191,El Turco
1237,2022-01-12 21:00:37.84353,Benzema
1238,2022-01-12 21:00:38.039848,Benzema
1239,2022-01-12 21:00:38.249805,Barça
1240,2022-01-12 21:00:38.477456,Barcelona
1241,2022-01-12 21:00:38.651307,Barcelona
1242,2022-01-12 21:00:38.821118,Daniel Alves
1243,2022-01-12 21:00:38.967028,Dembele
1244,2022-01-12 21:00:39.127073,Militão
1245,2022-01-12 21:00:39.305406,Mendy
1246,2022-01-12 21:00:39.484669,Ansu Fati
1247,2022-01-13 03:00:10.281936,DERRUBA MALAFAIA
1248,2022-01-13 03:00:10.45491,#UmLugaraoSol
1249,2022-01-13 03:00:10.637208,Varanda
1250,2022-01-13 03:00:10.782217,Coachella
1251,2022-01-13 03:00:10.90657,#WeLoveBotafogo
1252,2022-01-13 03:00:11.035748,ROCKVATO IS COMING
1253,2022-01-13 03:00:11.195074,Keven
1254,2022-01-13 03:00:11.338725,Megan Fox
1255,2022-01-13 03:00:11.508396,Rebeca
1256,2022-01-13 03:00:11.684039,Eternos
1257,2022-01-13 15:00:24.464822,Coutinho
1258,2022-01-13 15:00:24.710611,Arana
1259,2022-01-13 15:00:24.986001,Ouro Preto
1260,2022-01-13 15:00:25.19593,Alex Sandro
1261,2022-01-13 15:00:25.477724,O Tite
1262,2022-01-13 15:00:25.696653,Gabriel Jesus
1263,2022-01-13 15:00:26.014832,Renan Lodi
4090,2022-04-30 21:00:10.34759,Hala Madrid
1264,2022-01-13 15:00:26.243302,Lucas Moura
1265,2022-01-13 15:00:26.473417,Martinelli
1266,2022-01-13 15:00:26.673965,UN RATITO TA PRONTO
1267,2022-01-13 21:00:18.354076,UM MILHÃO DA SELENE
1268,2022-01-13 21:00:18.551427,TODO MUNDO NA LOS GRANDES
1269,2022-01-13 21:00:18.714447,Xhaka
1270,2022-01-13 21:00:18.923662,Coutinho
1271,2022-01-13 21:00:19.095679,#RedeBBB
1272,2022-01-13 21:00:19.235639,#gopancadaeamigos
1273,2022-01-13 21:00:19.40975,#OClone
1274,2022-01-13 21:00:19.668505,Clover
1275,2022-01-13 21:00:19.860135,Vovó
1276,2022-01-13 21:00:20.059381,Cano
1277,2022-01-14 03:00:27.362146,LANCAMENTO MAL FEITO
1278,2022-01-14 03:00:27.558675,Coringa
1297,2022-01-14 21:00:19.107744,#BBB22
1279,2022-01-14 03:00:27.73662,#UnRatito
1280,2022-01-14 03:00:27.905143,Bucks
1281,2022-01-14 03:00:28.024888,#BoninhoDesbloqueiaDefante
1282,2022-01-14 03:00:28.255518,Warriors
1283,2022-01-14 03:00:28.406317,BOTAFOGO DE FUTEBOL E REGATAS
1284,2022-01-14 03:00:28.608012,urias
1285,2022-01-14 03:00:28.730963,#BigHitProtectTXT
1286,2022-01-14 03:00:28.830576,#WeStandForTXT
1287,2022-01-14 15:00:14.754867,#BadBuddySeriesEP11
1288,2022-01-14 15:00:14.92433,ASSISTA MAL FEITO NO YTB
1289,2022-01-14 15:00:15.161145,Thiago de Mello
1290,2022-01-14 15:00:15.332491,#ONEPIECE1037
1291,2022-01-14 15:00:15.539998,#bbb2022
1292,2022-01-14 15:00:15.740569,CLIPE BARBIE
1293,2022-01-14 15:00:15.955752,taemin
1294,2022-01-14 15:00:16.146961,OUÇA UN RATITO
1295,2022-01-14 15:00:16.366821,#sextou
1296,2022-01-14 15:00:16.588237,ASSISTA VONTADE DE MORDER
1482,2022-02-04 21:00:33.162576,LOVE DAYANE MELLO
1298,2022-01-14 21:00:19.305645,Arthur Aguiar
1299,2022-01-14 21:00:19.511884,Luciano
1300,2022-01-14 21:00:19.803048,Eslovênia
1301,2022-01-14 21:00:20.088763,Juliette
1302,2022-01-14 21:00:20.299466,#bbb2022
1303,2022-01-14 21:00:20.585372,mayra
1304,2022-01-14 21:00:20.820331,Eliezer
1305,2022-01-14 21:00:21.032329,Laís
1306,2022-01-14 21:00:21.304284,barbara
1307,2022-01-15 03:00:56.129386,Linn
1308,2022-01-15 03:00:56.363381,jade picon
1414,2022-02-02 15:12:54.983595,RODRIGO NO MAIS VOCE
1309,2022-01-15 03:00:56.556093,Resende
1310,2022-01-15 03:00:56.859191,Maria
1311,2022-01-15 03:00:57.080887,#BBB22
1312,2022-01-15 03:00:57.277897,Tiago Abravanel
1313,2022-01-15 03:00:57.488121,Silvio Santos
1314,2022-01-15 03:00:57.68244,Naiara Azevedo
1315,2022-01-15 03:00:57.884951,Reginaldo
1316,2022-01-15 03:00:58.087455,Douglas Silva
1317,2022-01-15 15:00:15.787976,Bruyne
1318,2022-01-15 15:00:16.035829,Chelsea
1319,2022-01-15 15:00:16.183956,#OurStarJennieDay
1320,2022-01-15 15:00:16.389139,#PremierLeagueNaESPN
1321,2022-01-15 15:00:16.547922,HAPPY BIRTHDAY JENNIE
1416,2022-02-02 15:12:55.256904,#barrosomentiroso
1483,2022-02-04 21:00:33.307728,#freecodefridaycontest
1322,2022-01-15 15:00:16.711026,Grealish
1323,2022-01-15 15:00:16.847568,#GOT7_FOR8VER
1324,2022-01-15 15:00:16.976046,Lukaku
1325,2022-01-15 15:00:17.118317,#갓세븐_8주년_우린우리대로간다
1326,2022-01-15 15:00:17.253401,Kepa
1327,2022-01-15 21:00:18.574292,Coutinho
1328,2022-01-15 21:00:18.794138,#Caldeirao
1329,2022-01-15 21:00:19.039516,Marília
1330,2022-01-15 21:00:19.318006,Aston Villa
1331,2022-01-15 21:00:19.511503,#ToComCiro
1332,2022-01-15 21:00:19.900479,É 13
1333,2022-01-15 21:00:20.216208,Naiara
1334,2022-01-15 21:00:20.494478,Couto
1335,2022-01-15 21:00:20.729855,Audax
1336,2022-01-15 21:00:20.885574,#MoroVenceBolsoLula
1337,2022-01-16 03:00:36.254663,#NFLnaESPN
1338,2022-01-16 03:00:36.461023,#AltasHoras
1339,2022-01-16 03:00:36.73146,Patriots
1340,2022-01-16 03:00:36.921996,marquezine
1341,2022-01-16 03:00:37.191583,Bills
1342,2022-01-16 03:00:37.38605,Oeste
1343,2022-01-16 03:00:37.642421,Josh Allen
1344,2022-01-16 03:00:37.815494,O VITORIA SOMOS NOS
1345,2022-01-16 03:00:37.998836,#FeedLGBTQ
1346,2022-01-16 03:00:38.127469,#KOREAQUEST_RM
1347,2022-02-01 03:00:20.014249,Naiara
1348,2022-02-01 03:00:20.285083,Tadeu
1349,2022-02-01 03:00:20.562294,Rodrigo
1350,2022-02-01 03:00:20.839824,Tiago
1351,2022-02-01 03:00:21.141643,Scooby
1352,2022-02-01 03:00:21.361809,Viny
1353,2022-02-01 03:00:21.60684,Bruna
1354,2022-02-01 03:00:21.866319,Arthur Aguiar
1355,2022-02-01 03:00:22.19494,O Arthur
1356,2022-02-01 03:00:22.446833,Laís
1357,2022-02-01 15:00:36.786404,Tietê
1358,2022-02-01 15:00:37.045463,#justicaparaMoise
1359,2022-02-01 15:00:37.177642,UM CORPO DE VERÃO
1360,2022-02-01 15:00:37.34005,Cicinho
1361,2022-02-01 15:00:37.675949,30 X
1362,2022-02-01 15:00:37.99762,Metrô
1363,2022-02-01 15:00:38.216677,Jimmy Fallon
1417,2022-02-02 15:12:55.372521,#9YearsWithJungkook
1364,2022-02-01 15:00:38.423671,Renata
1365,2022-02-01 15:00:38.579953,Tyler Boyd
1366,2022-02-01 15:00:38.749963,#happybirthdayharrystyles
1367,2022-02-01 21:00:28.163798,Isaac Bardavid
1368,2022-02-01 21:00:28.36155,Wolverine
1369,2022-02-01 21:00:28.543057,#DoriaChamaOtarcisio
1370,2022-02-01 21:00:28.750706,#justicaparaMoise
1371,2022-02-01 21:00:28.922441,#MengoNoMercadoLivre
1372,2022-02-01 21:00:29.12171,Hugh Jackman
1373,2022-02-01 21:00:29.27737,ARTHURPICOLI NO FOFOCALIZANDO
1374,2022-02-01 21:00:29.525378,Luiz Adriano
1375,2022-02-01 21:00:29.732722,Tietê
1376,2022-02-01 21:00:29.964723,Juliana Bonde
1377,2022-02-02 03:00:39.847011,Coutinho
1378,2022-02-02 03:00:40.045647,Antony
1379,2022-02-02 03:00:40.275508,Brunna
1380,2022-02-02 03:00:40.478583,Gabriel Jesus
1381,2022-02-02 03:00:40.636683,Paraguai
1382,2022-02-02 03:00:40.813888,Marquinhos
1383,2022-02-02 03:00:41.028503,Ludmilla
1384,2022-02-02 03:00:41.219551,Paquetá
1385,2022-02-02 03:00:41.405896,Raphinha
1386,2022-02-02 03:00:41.575206,Vini Jr
1410,2022-02-02 15:12:54.297113,Iemanjá
1411,2022-02-02 15:12:54.471941,#TheBookOfBobaFett
1412,2022-02-02 15:12:54.651629,#vergonhapucminas
1413,2022-02-02 15:12:54.80182,Diego Alves
1415,2022-02-02 15:12:55.143934,TOTO
1424,2022-02-02 21:00:11.138332,Janderson
1425,2022-02-02 21:00:11.409948,Iemanjá
1426,2022-02-02 21:00:11.516766,ORGULHO SARIETTE
1427,2022-02-02 21:00:11.707144,Diego Souza
1428,2022-02-02 21:00:11.882194,Orejuela
1429,2022-02-02 21:00:12.109905,São José
1430,2022-02-03 03:00:10.617245,Corinthians
1431,2022-02-03 03:00:10.822799,Sylvinho
1432,2022-02-03 03:00:11.010464,Marcos Leonardo
1433,2022-02-03 03:00:11.238604,Roger Guedes
1434,2022-02-03 03:00:11.460045,Vitinho
1435,2022-02-03 03:00:11.659458,Melody
1436,2022-02-03 03:00:11.876214,Cruzeiro
1437,2022-02-03 03:00:12.081793,Nenê
1438,2022-02-03 03:00:12.256406,Carille
1439,2022-02-03 03:00:12.467786,João Victor
1440,2022-02-03 15:00:13.828968,HYUNA
1441,2022-02-03 15:00:14.068572,SANTA CRUZ FUTEBOL CLUBE
1442,2022-02-03 15:00:14.325358,BAFTA
1443,2022-02-03 15:00:14.725427,FOI GOLPE
1444,2022-02-03 15:00:14.947216,#Santa108Anos
1445,2022-02-03 15:00:15.161864,Haas
1446,2022-02-03 15:00:15.437648,Barroso
1447,2022-02-03 15:00:15.652403,Olivia Colman
1448,2022-02-03 15:00:15.961096,Melody
1449,2022-02-03 15:00:16.193912,#FogoNosRacistas
4833,2022-05-25 21:00:08.557451,angra
1450,2022-02-03 21:00:11.842742,Jean Pyerre
1451,2022-02-03 21:00:11.996826,Big Juliette Brasil
1452,2022-02-03 21:00:12.146684,Datena
1453,2022-02-03 21:00:12.368465,#EsporteNaBand
1454,2022-02-03 21:00:12.528455,HYUNA
1455,2022-02-03 21:00:12.770225,#FoiGolpe
1456,2022-02-03 21:00:12.933026,#OClone
1457,2022-02-03 21:00:13.117382,#4EVER
1458,2022-02-03 21:00:13.296539,Kayzer
1459,2022-02-03 21:00:13.423851,#CopaDoReiNaESPN
1460,2022-02-04 03:00:37.330131,#ProvaDoLider
1461,2022-02-04 03:00:37.538329,Volpi
1462,2022-02-04 03:00:37.785328,VOCE VAI VER NO SPOTIFY
1463,2022-02-04 03:00:38.016166,Miranda
1919,2022-02-19 03:00:42.045966,#nascarnobandsports
1464,2022-02-04 03:00:38.189947,Americanas
1465,2022-02-04 03:00:38.355878,Calleri
1466,2022-02-04 03:00:38.534764,Rogério Ceni
1467,2022-02-04 03:00:38.750685,Eliezer
1468,2022-02-04 03:00:38.947726,Linna
1469,2022-02-04 03:00:39.141343,Rigoni
1470,2022-02-04 15:00:11.144811,ABALO EMOCIONAL NO YOUTUBE
1471,2022-02-04 15:00:11.346802,Ayato
1472,2022-02-04 15:00:11.48589,#ONEPIECE1039
1473,2022-02-04 15:00:11.620164,#OurGoldenVoiceTaehyun
1474,2022-02-04 15:00:11.742792,#사랑을_모아_사랑둥이_태현이에게
1475,2022-02-04 15:00:11.961891,#Beijing2022
1476,2022-02-04 15:00:12.140268,#sextou
1477,2022-02-04 15:00:12.407386,33 X
1478,2022-02-04 15:00:12.58102,RHCP
1479,2022-02-04 15:00:12.713461,ASSISTA AGORA ABALO EMOCIONAL
1480,2022-02-04 21:00:32.867851,#PrimeiramenteLulaNaCadeia
1481,2022-02-04 21:00:33.023895,LULA GRANDE LÍDER
1484,2022-02-04 21:00:33.57175,Kanye
1485,2022-02-04 21:00:33.711232,#FACupNaESPN
1486,2022-02-04 21:00:33.880376,Sancho
1487,2022-02-04 21:00:34.096106,GTA 6
1488,2022-02-04 21:00:34.223875,Blazers
1489,2022-02-04 21:00:34.38612,Bruno Fernandes
1490,2022-02-05 03:00:21.718666,#PrimeiramenteLulaNaCadeia
1491,2022-02-05 03:00:21.864836,#StayAlive_CHAKHO
1492,2022-02-05 03:00:22.015326,#JonesNaGloboNews
1493,2022-02-05 03:00:22.160155,Arthur ameaçou
1494,2022-02-05 03:00:22.283111,#FevereiroLGBTQ
1495,2022-02-05 03:00:22.48905,Casa de Vidro
1496,2022-02-05 03:00:22.591507,#ParabensNeymarJr
1497,2022-02-05 03:00:22.804317,Scooby e DG
1498,2022-02-05 03:00:22.933349,REPESCAGEM RODRIGO MUSSI
1499,2022-02-05 03:00:23.222865,Daniel
1500,2022-02-05 15:00:17.380419,Chelsea
1501,2022-02-05 15:00:17.538592,34 X
1532,2022-02-06 15:00:24.37274,Renan
1502,2022-02-05 15:00:17.696094,#PrimeiramenteLulaNaCadeia
1503,2022-02-05 15:00:17.860854,Lukaku
1504,2022-02-05 15:00:17.967311,Kepa
1505,2022-02-05 15:00:18.073147,Werner
1506,2022-02-05 15:00:18.208185,#SegueOFluxo
1507,2022-02-05 15:00:18.35236,#FACupNaESPN
1508,2022-02-05 15:00:18.51424,Legião
1509,2022-02-05 15:00:18.717424,#goLOUD
1510,2022-02-05 21:00:30.661112,Heitor
1511,2022-02-05 21:00:30.845258,Ypiranga
1512,2022-02-05 21:00:31.097571,#Caldeirao
1513,2022-02-05 21:00:31.348582,Caio Vidal
1514,2022-02-05 21:00:31.524906,Dourado
1515,2022-02-05 21:00:31.778962,Al Ahly
1557,2022-02-07 03:00:20.521541,Que BBB
1516,2022-02-05 21:00:31.983619,Marco Antônio
1517,2022-02-05 21:00:32.271481,Monterrey
1518,2022-02-05 21:00:32.471638,Giroud
1519,2022-02-05 21:00:32.733562,Boschilia
1520,2022-02-06 03:00:26.278081,#AltasHoras
1521,2022-02-06 03:00:26.437191,Westbrook
1522,2022-02-06 03:00:26.649584,Lakers
1523,2022-02-06 03:00:26.943124,O PA
1524,2022-02-06 03:00:27.167163,Laís
1525,2022-02-06 03:00:27.311275,MARIANO NO MESTRESDASABOTAGEM
1526,2022-02-06 03:00:27.460587,B-ARMYS FOR J-HOPE
1527,2022-02-06 03:00:27.633304,RODRIGO NA CONTIGO
1528,2022-02-06 03:00:27.753366,5M DE ABALO EMOCIONAL
1529,2022-02-06 03:00:27.867829,#CloseLGBTQ
1530,2022-02-06 15:00:24.015625,#NotMeSeriesEP8
1531,2022-02-06 15:00:24.169773,Darlene
1558,2022-02-07 03:00:20.647771,tuty
1533,2022-02-06 15:00:24.531432,#SupercopaFeminina
1534,2022-02-06 15:00:24.675611,#MeninasDaGavea
1535,2022-02-06 15:00:24.879799,Tamires
1536,2022-02-06 15:00:25.034809,Kuscevic
1537,2022-02-06 15:00:25.186129,#PLdaBalaSoltaNao
1538,2022-02-06 15:00:25.445354,#goLOS
1539,2022-02-06 15:00:25.628578,PRA CIMA CORINTHIANS
1540,2022-02-06 21:00:16.037858,Vitinho
1541,2022-02-06 21:00:16.257635,Felipe Melo
1542,2022-02-06 21:00:16.429354,#TheMaskedSingerBR
1543,2022-02-06 21:00:16.612913,Arão
1544,2022-02-06 21:00:16.795957,Gabigol
1920,2022-02-19 15:00:32.511643,Mulan
1545,2022-02-06 21:00:17.054949,Flamengo
1546,2022-02-06 21:00:17.229621,Calegari
1547,2022-02-06 21:00:17.397742,Lexa
1548,2022-02-06 21:00:17.602732,Arrascaeta
1549,2022-02-06 21:00:17.776551,#FLAxFLU
1550,2022-02-07 03:00:19.196291,Lucas
1551,2022-02-07 03:00:19.402953,hbo max
1552,2022-02-07 03:00:19.59811,Zendaya
1553,2022-02-07 03:00:19.77289,#ParedaoBBB
1554,2022-02-07 03:00:19.892016,#FicaArthur
1555,2022-02-07 03:00:20.049261,Kylie
1556,2022-02-07 03:00:20.254635,#Fantastico
1559,2022-02-07 03:00:20.776551,BIGBANG
1954,2022-02-20 15:00:27.539029,#breakingnove
1560,2022-02-07 15:00:26.015101,Fabrício Bruno
1561,2022-02-07 15:00:26.153607,#MelodicVoiceINDay
1562,2022-02-07 15:00:26.289407,ExtraordINary DAY
1563,2022-02-07 15:00:26.41373,#redacaosportv
1564,2022-02-07 15:00:26.517011,#이엔이_미소가_세상을_밝힌날
1565,2022-02-07 15:00:26.734645,maddy
1566,2022-02-07 15:00:26.88913,87 É DO SPORT
1567,2022-02-07 15:00:27.137207,Jules
1568,2022-02-07 15:00:27.371849,Cassie
1569,2022-02-07 15:00:27.511333,#segundou
1570,2022-02-07 21:00:34.376928,JÃO NO PODDELAS
1571,2022-02-07 21:00:34.754489,#BodytechRacista
1572,2022-02-07 21:00:34.993262,Cauê Moura
1573,2022-02-07 21:00:35.172756,#OTimedaModa
1574,2022-02-07 21:00:35.33609,Ratatouille
1575,2022-02-07 21:00:35.607867,Guga
1576,2022-02-07 21:00:35.810634,BOLSONARO INEPTO
1577,2022-02-07 21:00:36.005434,Autuori
1578,2022-02-07 21:00:36.239578,LET SOMEBODY GO MUSIC VIDEO
1579,2022-02-07 21:00:36.417822,FICA BEM ESLO
1615,2022-02-09 03:00:22.219107,Rafael Portugal
1580,2022-02-08 03:00:20.743313,Maria
1581,2022-02-08 03:00:20.977893,Bruna
1582,2022-02-08 03:00:21.249346,Bárbara
1583,2022-02-08 03:00:21.428258,#jogodadiscordia
1584,2022-02-08 03:00:21.720543,O Arthur
1585,2022-02-08 03:00:21.951272,Laís
1586,2022-02-08 03:00:22.220045,Naiara
1587,2022-02-08 03:00:22.440926,Juliette
1588,2022-02-08 03:00:22.6311,Arthur Aguiar
1589,2022-02-08 03:00:22.918612,O PA
1590,2022-02-08 15:00:36.406959,Monark
1591,2022-02-08 15:00:36.739293,Oscar
1592,2022-02-08 15:00:37.073762,Gaga
1593,2022-02-08 15:00:37.560534,Flow
1594,2022-02-08 15:00:37.990098,Andrew
1595,2022-02-08 15:00:38.26826,Kristen Stewart
1596,2022-02-08 15:00:38.588184,Luca
1597,2022-02-08 15:00:38.855806,Duna
1598,2022-02-08 15:00:39.126217,Dune
1599,2022-02-08 15:00:39.358713,patrizia
1600,2022-02-08 21:00:20.781003,Monark
1601,2022-02-08 21:00:21.063557,Flow
1602,2022-02-08 21:00:21.282543,Dudu
1642,2022-02-10 03:00:30.896687,mc loma
1603,2022-02-08 21:00:21.534519,Chelsea
1604,2022-02-08 21:00:21.738657,nazismo
1605,2022-02-08 21:00:21.962919,Igor
1606,2022-02-08 21:00:22.145999,Jovem Pan
1607,2022-02-08 21:00:22.335319,Al Ahly
1608,2022-02-08 21:00:22.497088,Jovem Klan
1609,2022-02-08 21:00:22.699734,Weverton
1610,2022-02-09 03:00:21.23327,Tadeu
1611,2022-02-09 03:00:21.49456,Naiara
1612,2022-02-09 03:00:21.708613,Nanacita
1613,2022-02-09 03:00:21.881315,Dani Calabresa
1614,2022-02-09 03:00:22.088697,DADINHO É O CARALHO
1686,2022-02-11 15:00:27.657952,#MamataFrias
1616,2022-02-09 03:00:22.446812,Monark
1617,2022-02-09 03:00:22.659767,Zé Pequeno
1618,2022-02-09 03:00:22.800824,Flay
1619,2022-02-09 03:00:22.947876,VT da Natália
1620,2022-02-09 15:00:19.091558,Adrilles
1621,2022-02-09 15:00:19.31322,Jovem Pan
1622,2022-02-09 15:00:19.430727,JÃO IDIOTA
1623,2022-02-09 15:00:19.587499,#NãoAoPacoteDoVeneno
1624,2022-02-09 15:00:19.750375,naiara no mais você
1625,2022-02-09 15:00:19.927129,Jovem Klan
1626,2022-02-09 15:00:20.080083,ABALO EMOCIONAL NAS RÁDIOS
1627,2022-02-09 15:00:20.280925,Tchau
1628,2022-02-09 15:00:20.438954,#JHopeFirstAsianArtist
1629,2022-02-09 15:00:20.588554,Constantino
1630,2022-02-09 21:00:29.91039,Chelsea
1631,2022-02-09 21:00:30.126133,Lorena
1632,2022-02-09 21:00:30.324268,Monalisa
1633,2022-02-09 21:00:30.593602,Lukaku
1634,2022-02-09 21:00:30.847568,Adrilles
1635,2022-02-09 21:00:31.093768,#SupercopaFeminina2022
1636,2022-02-09 21:00:31.349781,gremio
1637,2022-02-09 21:00:31.524382,#MeninasDaGavea
1638,2022-02-09 21:00:31.893561,Al Hilal
1639,2022-02-09 21:00:32.038782,#iphonebranco
1640,2022-02-10 03:00:30.493944,Gustavo
1641,2022-02-10 03:00:30.687458,Gustavo
1643,2022-02-10 03:00:31.063341,#casadevidro
1644,2022-02-10 03:00:31.310108,Boninho
1645,2022-02-10 03:00:31.472131,Paulo Vieira
1646,2022-02-10 03:00:31.638523,#enem2021
1647,2022-02-10 03:00:31.807608,inep
1648,2022-02-10 03:00:31.983007,Chernobyl
1649,2022-02-10 03:00:32.13555,Taison
1650,2022-02-10 15:00:21.21045,#OurRockstarROSÉDay
1651,2022-02-10 15:00:21.389351,#봄의시작_채영아_생일축하해
1652,2022-02-10 15:00:21.581997,unicamp
1653,2022-02-10 15:00:21.847375,#PT42Anos
1654,2022-02-10 15:00:22.083022,#BoicoteJovemPan
1655,2022-02-10 15:00:22.279317,#JurassicWorldDominion
1656,2022-02-10 15:00:22.508599,Aston Martin
1657,2022-02-10 15:00:22.735812,yejin
1955,2022-02-20 15:00:27.732686,Maguire
1658,2022-02-10 15:00:22.965457,Galadriel
1659,2022-02-10 15:00:23.193573,Hyun Bin
1660,2022-02-10 21:00:22.813669,Harden
1661,2022-02-10 21:00:22.915726,#40KDALCP
1662,2022-02-10 21:00:23.073468,#PT42AnosDeMentiras
1663,2022-02-10 21:00:23.266632,76ers
1664,2022-02-10 21:00:23.445253,Nets
1665,2022-02-10 21:00:23.624419,Tolkien
1666,2022-02-10 21:00:23.809642,Sixers
1667,2022-02-10 21:00:23.962054,DEFENSORIA SIM
1668,2022-02-10 21:00:24.132816,Simmons
1669,2022-02-10 21:00:24.292804,#adrillesdevolta
1670,2022-02-11 03:00:12.290722,Viny
1956,2022-02-20 15:00:27.878553,#HappyBirthdayRihanna
1671,2022-02-11 03:00:12.500538,Vyni
1672,2022-02-11 03:00:12.626372,#ProvaDoLider
1673,2022-02-11 03:00:12.837107,#LADYLESTE
1674,2022-02-11 03:00:13.010145,Paulinho
1675,2022-02-11 03:00:13.154715,Avon
1676,2022-02-11 03:00:13.324702,Botafogo
1677,2022-02-11 03:00:13.471979,Jequiti
1678,2022-02-11 03:00:13.600174,#PaulistãoNaHBOMax
1679,2022-02-11 03:00:13.805117,Roger Guedes
1680,2022-02-11 15:00:26.817897,Larissa
1681,2022-02-11 15:00:26.918895,#90KPromodeBooks
1682,2022-02-11 15:00:27.043,LOTTIE
1683,2022-02-11 15:00:27.199255,#casadevidro
1684,2022-02-11 15:00:27.392318,40 X
1685,2022-02-11 15:00:27.523381,Vanessa
1687,2022-02-11 15:00:27.764304,#ONEPIECE1040
1688,2022-02-11 15:00:27.944173,Léo Dias
1689,2022-02-11 15:00:28.06044,PAMS E ANA
1690,2022-02-11 21:00:17.355934,Ucrânia
1691,2022-02-11 21:00:17.572986,Larissa
1692,2022-02-11 21:00:17.864181,Putin
1693,2022-02-11 21:00:18.04611,McLaren
1694,2022-02-11 21:00:18.304715,Lily
1695,2022-02-11 21:00:18.529736,Wolf
1696,2022-02-11 21:00:18.673093,Colleen
1697,2022-02-11 21:00:18.862406,Lost Ark
1698,2022-02-11 21:00:19.072838,Kylie
1699,2022-02-11 21:00:19.454762,É Lula
1700,2022-02-12 03:00:17.746459,Larissa
1701,2022-02-12 03:00:17.915631,#VOLTAMONARK
4779,2022-05-24 03:00:32.556019,#MulheresPower
1703,2022-02-12 03:00:18.305262,#ForaCamargo
1704,2022-02-12 03:00:18.451446,#diversaoLGBTQ
1705,2022-02-12 03:00:18.672146,Chilli Beans
1706,2022-02-12 03:00:18.858901,#GOpaiN
1707,2022-02-12 03:00:19.070656,Musicle Brasil
1708,2022-02-12 03:00:19.265275,Angola
1709,2022-02-12 03:00:19.535828,#UmLugarAoSol
1710,2022-02-12 15:00:14.156219,Chelsea
1711,2022-02-12 15:00:14.267256,#jadre
1712,2022-02-12 15:00:14.434583,Maguire
1713,2022-02-12 15:00:14.607219,harry styles
